@relation inflection_verbs
@attribute ending {ar,er,ir}
@attribute endingstem string
@attribute penSyl string
@attribute person {0, 1, 2, 3}
@attribute number {0, 1}
@attribute tense {0, 1, 2, 3, 4}
@attribute mood {0, 1, 2, 3}
@attribute suff1 string
@attribute suff2 string
@attribute stemC1 string
@attribute stemC2 string
@attribute stemC3 {ANY, yag}
@data
ar,and,NULL,1,1,0,0,andamos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,0,0,andáis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,0,0,andan,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,0,0,desando,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,0,0,desandas,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,0,0,desanda,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,0,0,desandamos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,0,0,desandáis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,0,0,desandan,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,0,0,doy,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,0,0,das,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,0,0,da,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,0,0,damos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,0,0,dáis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,0,0,dan,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,0,0,yerro,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,0,0,yerras,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,0,0,yerra,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,0,0,erramos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,0,0,erráis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,0,0,yerran,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,0,0,juego,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,0,0,juegas,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,0,0,juega,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,0,0,jugamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,0,0,jugáis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,0,0,juegan,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,1,0,andaba,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,1,0,andabas,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,1,0,andaba,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,1,0,andábamos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,1,0,andabais,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,1,0,andaban,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,1,0,desandaba,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,1,0,desandabas,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,1,0,desandaba,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,1,0,desandábamos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,1,0,desandabais,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,1,0,desandaban,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,1,0,daba,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,1,0,dabas,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,1,0,daba,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,1,0,dábamos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,1,0,dabais,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,1,0,daban,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,1,0,erraba,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,1,0,errabas,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,1,0,erraba,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,1,0,errábamos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,1,0,errabais,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,1,0,erraban,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,1,0,jugaba,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,1,0,jugabas,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,1,0,jugaba,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,1,0,jugábamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,1,0,jugabais,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,1,0,jugaban,ANY,ANY,ANY,ANY
ar,and,ANY,1,0,3,0,anduve,ANY,ANY,ANY,ANY
ar,and,ANY,2,0,3,0,anduviste,ANY,ANY,ANY,ANY
ar,and,ANY,3,0,3,0,anduvo,ANY,ANY,ANY,ANY
ar,and,ANY,1,1,3,0,anduvimos,ANY,ANY,ANY,ANY
ar,and,ANY,2,1,3,0,anduvisteis,ANY,ANY,ANY,ANY
ar,and,ANY,3,1,3,0,anduvieron,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,3,0,di,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,3,0,diste,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,3,0,dio,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,3,0,dimos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,3,0,disteis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,3,0,dieron,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,3,0,erré,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,3,0,erraste,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,3,0,erró,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,3,0,erramos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,3,0,errasteis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,3,0,erraron,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,3,0,jugué,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,3,0,jugaste,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,3,0,jugó,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,3,0,jugamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,3,0,jugasteis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,3,0,jugaron,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,2,0,andaré,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,2,0,andarás,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,2,0,andará,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,2,0,andaremos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,2,0,andaréis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,2,0,andarán,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,2,0,desandaré,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,2,0,desandarás,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,2,0,desandará,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,2,0,desandaremos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,2,0,desandaréis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,2,0,desandarán,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,2,0,daré,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,2,0,darás,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,2,0,dará,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,2,0,daremos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,2,0,daréis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,2,0,darán,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,2,0,erraré,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,2,0,errarás,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,2,0,errará,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,2,0,erraremos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,2,0,erraréis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,2,0,errarán,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,2,0,jugaré,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,2,0,jugarás,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,2,0,jugará,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,2,0,jugaremos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,2,0,jugaréis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,2,0,jugarán,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,4,0,andaría,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,4,0,andarías,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,4,0,andaría,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,4,0,andaríamos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,4,0,andaríais,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,4,0,andarían,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,4,0,desandaría,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,4,0,desandarías,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,4,0,desandaría,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,4,0,desandaríamos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,4,0,desandaríais,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,4,0,desandarían,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,4,0,daría,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,4,0,darías,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,4,0,daría,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,4,0,daríamos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,4,0,daríais,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,4,0,darían,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,4,0,erraría,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,4,0,errarías,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,4,0,erraría,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,4,0,erraríamos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,4,0,erraríais,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,4,0,errarían,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,4,0,jugaría,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,4,0,jugarías,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,4,0,jugaría,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,4,0,jugaríamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,4,0,jugaríais,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,4,0,jugarían,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,0,2,anda,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,0,2,andad,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,0,2,desanda,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,0,2,desandad,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,0,2,da,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,0,2,dad,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,0,2,yerra,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,0,2,errad,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,0,2,juega,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,0,2,jugad,ANY,ANY,ANY,ANY
ar,and,NULL,0,0,0,3,andar,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,0,3,desandar,ANY,ANY,ANY,ANY
ar,d,NULL,0,0,0,3,dar,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,0,3,errar,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,0,3,jugar,ANY,ANY,ANY,ANY
ar,and,NULL,0,0,1,3,andado,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,1,3,desandado,ANY,ANY,ANY,ANY
ar,d,NULL,0,0,1,3,dado,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,1,3,errado,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,1,3,jugado,ANY,ANY,ANY,ANY
ar,and,NULL,0,0,2,3,andando,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,2,3,desandando,ANY,ANY,ANY,ANY
ar,d,NULL,0,0,2,3,dando,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,2,3,errando,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,2,3,jugando,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,0,1,ande,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,0,1,andes,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,0,1,ande,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,0,1,andemos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,0,1,andéis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,0,1,anden,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,0,1,desande,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,0,1,desandes,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,0,1,desande,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,0,1,desandemos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,0,1,desandéis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,0,1,desanden,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,0,1,yerre,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,0,1,yerres,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,0,1,yerre,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,0,1,erremos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,0,1,erréis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,0,1,yerren,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,0,1,juegue,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,0,1,juegues,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,0,1,juegue,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,0,1,juguemos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,0,1,juguéis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,0,1,jueguen,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,0,1,dé,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,0,1,des,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,0,1,dé,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,0,1,demos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,0,1,deis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,0,1,den,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,1,1,anduviera,anduviese,ANY,ANY,ANY
ar,and,NULL,2,0,1,1,anduvieras,anduvieses,ANY,ANY,ANY
ar,and,NULL,3,0,1,1,anduviera,anduviese,ANY,ANY,ANY
ar,and,NULL,1,1,1,1,anduviéramos,anduviésemos,ANY,ANY,ANY
ar,and,NULL,2,1,1,1,anduvierais,anduvierais,ANY,ANY,ANY
ar,and,NULL,3,1,1,1,anduvieran,anduviesen,ANY,ANY,ANY
ar,desand,NULL,1,0,1,1,desanduviera,desanduviese,ANY,ANY,ANY
ar,desand,NULL,2,0,1,1,desanduvieras,desanduvieses,ANY,ANY,ANY
ar,desand,NULL,3,0,1,1,desanduviera,desanduviese,ANY,ANY,ANY
ar,desand,NULL,1,1,1,1,desanduviéramos,desanduviésemos,ANY,ANY,ANY
ar,desand,NULL,2,1,1,1,desanduvierais,desanduvierais,ANY,ANY,ANY
ar,desand,NULL,3,1,1,1,desanduvieran,desanduviesen,ANY,ANY,ANY
ar,d,NULL,1,0,1,1,diera,diese,ANY,ANY,ANY
ar,d,NULL,2,0,1,1,dieras,dieses,ANY,ANY,ANY
ar,d,NULL,3,0,1,1,diera,dieses,ANY,ANY,ANY
ar,d,NULL,1,1,1,1,diéramos,diésemos,ANY,ANY,ANY
ar,d,NULL,2,1,1,1,dierais,dieseis,ANY,ANY,ANY
ar,d,NULL,3,1,1,1,dieran,diesen,ANY,ANY,ANY
ar,err,NULL,1,0,1,1,errara,errase,ANY,ANY,ANY
ar,err,NULL,2,0,1,1,erraras,errases,ANY,ANY,ANY
ar,err,NULL,3,0,1,1,errara,errase,ANY,ANY,ANY
ar,err,NULL,1,1,1,1,erráramos,errásemos,ANY,ANY,ANY
ar,err,NULL,2,1,1,1,errarais,erraseis,ANY,ANY,ANY
ar,err,NULL,3,1,1,1,erraran,errasen,ANY,ANY,ANY
ar,jug,NULL,1,0,1,1,jugara,jugase,ANY,ANY,ANY
ar,jug,NULL,2,0,1,1,jugaras,jugases,ANY,ANY,ANY
ar,jug,NULL,3,0,1,1,jugara,jugase,ANY,ANY,ANY
ar,jug,NULL,1,1,1,1,jugáramos,jugásemos,ANY,ANY,ANY
ar,jug,NULL,2,1,1,1,jugarais,jugaseis,ANY,ANY,ANY
ar,jug,NULL,3,1,1,1,jugaran,jugasen,ANY,ANY,ANY
ar,and,NULL,1,0,2,1,anduviere,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,2,1,anduvieres,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,2,1,anduviere,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,2,1,anduviéremos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,2,1,anduviereis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,2,1,anduvieren,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,2,1,desanduviere,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,2,1,desanduvieres,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,2,1,desanduviere,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,2,1,desanduviéremos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,2,1,desanduviereis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,2,1,desanduvieren,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,2,1,diere,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,2,1,dieres,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,2,1,diere,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,2,1,diéremos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,2,1,diereis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,2,1,dieren,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,2,1,errare,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,2,1,errares,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,2,1,errare,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,2,1,erráremos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,2,1,errareis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,2,1,erraren,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,2,1,jugare,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,2,1,jugares,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,2,1,jugare,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,2,1,jugáremos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,2,1,jugareis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,2,1,jugaren,ANY,ANY,ANY,ANY
er,ec,ANY,1,0,0,0,ezco,ANY,ANY,ANY,ANY
er,ec,ANY,2,0,0,0,eces,ANY,ANY,ANY,ANY
er,ec,ANY,3,0,0,0,ece,ANY,ANY,ANY,ANY
er,ec,ANY,1,1,0,0,ecemos,ANY,ANY,ANY,ANY
er,ec,ANY,2,1,0,0,ecéis,ANY,ANY,ANY,ANY
er,ec,ANY,3,1,0,0,ecen,ANY,ANY,ANY,ANY
er,ca,ANY,1,0,0,0,caigo,ANY,ANY,ANY,ANY
er,ca,ANY,2,0,0,0,caes,ANY,ANY,ANY,ANY
er,ca,ANY,3,0,0,0,cae,ANY,ANY,ANY,ANY
er,ca,ANY,1,1,0,0,caemos,ANY,ANY,ANY,ANY
er,ca,ANY,2,1,0,0,caéis,ANY,ANY,ANY,ANY
er,ca,ANY,3,1,0,0,caen,ANY,ANY,ANY,ANY
er,hab,ANY,1,0,0,0,he,ANY,ANY,ANY,ANY
er,hab,ANY,2,0,0,0,has,ANY,ANY,ANY,ANY
er,hab,ANY,3,0,0,0,hay,ha,ANY,ANY,ANY
er,hab,ANY,1,1,0,0,hemos,ANY,ANY,ANY,ANY
er,hab,ANY,2,1,0,0,habéis,ANY,ANY,ANY,ANY
er,hab,ANY,3,1,0,0,han,ANY,ANY,ANY,ANY
er,ac,ANY,1,0,0,0,ago,ANY,ANY,ANY,ANY
er,ac,ANY,2,0,0,0,aces,ANY,ANY,ANY,ANY
er,ac,ANY,3,0,0,0,ace,ANY,ANY,ANY,ANY
er,ac,ANY,1,1,0,0,acemos,ANY,ANY,ANY,ANY
er,ac,ANY,2,1,0,0,acéis,ANY,ANY,ANY,ANY
er,ac,ANY,3,1,0,0,acen,ANY,ANY,ANY,ANY
er,e,ANY,1,0,0,0,eo,ANY,ANY,ANY,ANY
er,e,ANY,2,0,0,0,ees,ANY,ANY,ANY,ANY
er,e,ANY,3,0,0,0,ee,ANY,ANY,ANY,ANY
er,e,ANY,1,1,0,0,eemos,ANY,ANY,ANY,ANY
er,e,ANY,2,1,0,0,eéis,ANY,ANY,ANY,ANY
er,e,ANY,3,1,0,0,een,ANY,ANY,ANY,ANY
er,pon,ANY,1,0,0,0,pongo,ANY,ANY,ANY,ANY
er,pon,ANY,2,0,0,0,pones,ANY,ANY,ANY,ANY
er,pon,ANY,3,0,0,0,pone,ANY,ANY,ANY,ANY
er,pon,ANY,1,1,0,0,ponemos,ANY,ANY,ANY,ANY
er,pon,ANY,2,1,0,0,ponéis,ANY,ANY,ANY,ANY
er,pon,ANY,3,1,0,0,ponen,ANY,ANY,ANY,ANY
er,ñ,ANY,1,0,0,0,ño,ANY,ANY,ANY,ANY
er,ñ,ANY,2,0,0,0,ñes,ANY,ANY,ANY,ANY
er,ñ,ANY,3,0,0,0,ñe,ANY,ANY,ANY,ANY
er,ñ,ANY,1,1,0,0,ñemos,ANY,ANY,ANY,ANY
er,ñ,ANY,2,1,0,0,ñéis,ANY,ANY,ANY,ANY
er,ñ,ANY,3,1,0,0,ñen,ANY,ANY,ANY,ANY
er,en,ANY,1,0,0,0,engo,ANY,ANY,ANY,ANY
er,en,ANY,2,0,0,0,ienes,ANY,ANY,ANY,ANY
er,en,ANY,3,0,0,0,iene,ANY,ANY,ANY,ANY
er,en,ANY,1,1,0,0,enemos,ANY,ANY,ANY,ANY
er,en,ANY,2,1,0,0,enéis,ANY,ANY,ANY,ANY
er,en,ANY,3,1,0,0,ienen,ANY,ANY,ANY,ANY
er,v,ANY,1,0,0,0,veo,ANY,ANY,ANY,ANY
er,v,ANY,2,0,0,0,ves,ANY,ANY,ANY,ANY
er,v,ANY,3,0,0,0,ve,ANY,ANY,ANY,ANY
er,v,ANY,1,1,0,0,vemos,ANY,ANY,ANY,ANY
er,v,ANY,2,1,0,0,véis,ANY,ANY,ANY,ANY
er,v,ANY,3,1,0,0,ven,ANY,ANY,ANY,ANY
er,ec,ANY,1,0,1,0,ecía,ANY,ANY,ANY,ANY
er,ec,ANY,2,0,1,0,ecías,ANY,ANY,ANY,ANY
er,ec,ANY,3,0,1,0,ecía,ANY,ANY,ANY,ANY
er,ec,ANY,1,1,1,0,ecíamos,ANY,ANY,ANY,ANY
er,ec,ANY,2,1,1,0,ecíais,ANY,ANY,ANY,ANY
er,ec,ANY,3,1,1,0,ecían,ANY,ANY,ANY,ANY
er,ca,ANY,1,0,1,0,caía,ANY,ANY,ANY,ANY
er,ca,ANY,2,0,1,0,caías,ANY,ANY,ANY,ANY
er,ca,ANY,3,0,1,0,caía,ANY,ANY,ANY,ANY
er,ca,ANY,1,1,1,0,caíamos,ANY,ANY,ANY,ANY
er,ca,ANY,2,1,1,0,caíais,ANY,ANY,ANY,ANY
er,ca,ANY,3,1,1,0,caían,ANY,ANY,ANY,ANY
er,hab,ANY,1,0,1,0,había,ANY,ANY,ANY,ANY
er,hab,ANY,2,0,1,0,habías,ANY,ANY,ANY,ANY
er,hab,ANY,3,0,1,0,había,ANY,ANY,ANY,ANY
er,hab,ANY,1,1,1,0,habíamos,ANY,ANY,ANY,ANY
er,hab,ANY,2,1,1,0,habíais,ANY,ANY,ANY,ANY
er,hab,ANY,3,1,1,0,habían,ANY,ANY,ANY,ANY
er,ac,ANY,1,0,1,0,acía,ANY,ANY,ANY,ANY
er,ac,ANY,2,0,1,0,acías,ANY,ANY,ANY,ANY
er,ac,ANY,3,0,1,0,acía,ANY,ANY,ANY,ANY
er,ac,ANY,1,1,1,0,acíamos,ANY,ANY,ANY,ANY
er,ac,ANY,2,1,1,0,acíais,ANY,ANY,ANY,ANY
er,ac,ANY,3,1,1,0,acían,ANY,ANY,ANY,ANY
er,e,ANY,1,0,1,0,eía,ANY,ANY,ANY,ANY
er,e,ANY,2,0,1,0,eías,ANY,ANY,ANY,ANY
er,e,ANY,3,0,1,0,eía,ANY,ANY,ANY,ANY
er,e,ANY,1,1,1,0,eíamos,ANY,ANY,ANY,ANY
er,e,ANY,2,1,1,0,eíais,ANY,ANY,ANY,ANY
er,e,ANY,3,1,1,0,eían,ANY,ANY,ANY,ANY
er,pon,ANY,1,0,1,0,ponía,ANY,ANY,ANY,ANY
er,pon,ANY,2,0,1,0,ponías,ANY,ANY,ANY,ANY
er,pon,ANY,3,0,1,0,ponía,ANY,ANY,ANY,ANY
er,pon,ANY,1,1,1,0,poníamos,ANY,ANY,ANY,ANY
er,pon,ANY,2,1,1,0,poníais,ANY,ANY,ANY,ANY
er,pon,ANY,3,1,1,0,ponían,ANY,ANY,ANY,ANY
er,ñ,ANY,1,0,1,0,ñía,ANY,ANY,ANY,ANY
er,ñ,ANY,2,0,1,0,ñías,ANY,ANY,ANY,ANY
er,ñ,ANY,3,0,1,0,ñía,ANY,ANY,ANY,ANY
er,ñ,ANY,1,1,1,0,ñíamos,ANY,ANY,ANY,ANY
er,ñ,ANY,2,1,1,0,ñíais,ANY,ANY,ANY,ANY
er,ñ,ANY,3,1,1,0,ñían,ANY,ANY,ANY,ANY
er,en,ANY,1,0,1,0,enía,ANY,ANY,ANY,ANY
er,en,ANY,2,0,1,0,enías,ANY,ANY,ANY,ANY
er,en,ANY,3,0,1,0,enía,ANY,ANY,ANY,ANY
er,en,ANY,1,1,1,0,eníamos,ANY,ANY,ANY,ANY
er,en,ANY,2,1,1,0,eníais,ANY,ANY,ANY,ANY
er,en,ANY,3,1,1,0,enían,ANY,ANY,ANY,ANY
er,v,ANY,1,0,1,0,veía,ANY,ANY,ANY,ANY
er,v,ANY,2,0,1,0,veías,ANY,ANY,ANY,ANY
er,v,ANY,3,0,1,0,veía,ANY,ANY,ANY,ANY
er,v,ANY,1,1,1,0,veíamos,ANY,ANY,ANY,ANY
er,v,ANY,2,1,1,0,veíais,ANY,ANY,ANY,ANY
er,v,ANY,3,1,1,0,veían,ANY,ANY,ANY,ANY
er,ec,ANY,1,0,3,0,ecí,ANY,ANY,ANY,ANY
er,ec,ANY,2,0,3,0,eciste,ANY,ANY,ANY,ANY
er,ec,ANY,3,0,3,0,eció,ANY,ANY,ANY,ANY
er,ec,ANY,1,1,3,0,ecimos,ANY,ANY,ANY,ANY
er,ec,ANY,2,1,3,0,ecisteis,ANY,ANY,ANY,ANY
